Found,JINA_ID,Query_ID,RA_input,DEC_input,MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,FLUX_U,FLUX_B,FLUX_V,FLUX_R,FLUX_I,FLUX_J,FLUX_H,FLUX_K,OTYPE,SP_TYPE,RA_2,DEC_2,PMRA,PMDEC,PLX_VALUE,RV_VALUE,SCRIPT_NUMBER_ID
False,,CS 22878-027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22878-101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22878-121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22879-097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22879-103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22880-074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22880-086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22881-036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22882-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22885-096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22886-042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22888-031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22891-171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22891-184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22891-200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22891-209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22892-052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22893-010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22896-154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22897-008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22898-027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22937-072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22941-012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22942-019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22943-132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22943-201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22944-032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22944-039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22945-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22945-028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22947-187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22948-006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22948-027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22948-066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22948-104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22949-008a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22949-008b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22949-037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22949-048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22950-046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22951-077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22952-015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22953-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22953-037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22956-050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22957-013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22957-022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22957-027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22958-042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22958-083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22960-010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22960-053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22960-064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22963-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22964-161a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22964-161b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22964-214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22965-016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22965-029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22965-054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22966-011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22966-057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22968-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 22968-014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 29491-053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 29491-069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 29491-109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 29493-090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 29495-041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 29497-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 29497-030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 29497-034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 29497-040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 29498-043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 29499-060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 29502-042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 29502-092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 29506-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 29506-090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 29509-027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 29510-058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 29512-073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 29513-032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 29516-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 29517-025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 29518-051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 29522-046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 29526-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 29527-015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 29528-028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 29528-041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 30301-015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 30301-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 30306-082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 30306-132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 30308-035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 30312-059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 30312-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 30314-067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 30315-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 30315-029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 30315-093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 30319-020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 30325-028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 30325-094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 30327-038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 30329-004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 30329-129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 30336-049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 30337-097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 30338-089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 30339-041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 30339-069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 30343-063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 30492-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 31060-047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 31061-032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 31062-012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 31062-041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 31062-050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 31069-064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 31070-058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 31072-118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 31078-018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 31080-095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 31082-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,,CS 31085-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,,G 64-37,,,Ross  841,14 02 30.0900,-05 39 05.181,14.0,14.0,0.019,0.019,90.0,A,O,2020yCat.1350....0G,,11.508,11.149,10.866,10.576,10.188,9.956,9.923,ChemPec*,sdA3,14 02 30.0900,-05 39 05.181,-54.627,-395.981,4.2079,81.52,1.0
True,,G 77-61,,,G  77-61,03 32 38.0920,+01 58 00.084,14.0,14.0,0.082,0.0804,90.0,A,O,2020yCat.1350....0G,,15.6,13.9,12.9,,11.47,10.844,10.48,ChemPec*,dC-J_CH5,03 32 38.0920,+01 58 00.084,189.328,-754.407,13.6824,-23.94,1.0
True,,HD 2796,,,HD   2796,00 31 16.9147,-16 47 40.790,14.0,14.0,0.0184,0.0158,90.0,A,O,2020yCat.1350....0G,9.58,9.28,8.5,8.14,8.67,6.853,6.391,6.256,ChemPec*,Fw,00 31 16.9147,-16 47 40.790,-1.181,-51.169,1.5519,-60.7,1.0
True,,HD 3008,,,V* CM Cet,00 33 14.3108,-10 43 42.728,14.0,14.0,0.0151,0.0151,90.0,A,O,2020yCat.1350....0G,,10.66,9.48,8.84,9.06,7.181,6.603,6.417,LongPeriodV*_Candidate,G3/5V,00 33 14.3108,-10 43 42.728,15.153,-8.08,0.4421,-79.8,1.0
True,,HD 4306,,,HD   4306,00 45 27.1616,-09 32 39.785,14.0,14.0,0.0263,0.0154,90.0,A,O,2020yCat.1350....0G,9.8,9.75,9.02,8.75,,7.424,6.975,6.823,SB*,G3/5w(A),00 45 27.1616,-09 32 39.785,60.356,20.706,2.0467,-64.37,1.0
True,,HD 5223,,,HD   5223,00 54 13.6098,+24 04 01.515,14.0,14.0,0.0719,0.0578,90.0,A,O,2020yCat.1350....0G,,9.87,8.47,,,6.372,5.845,5.673,SB*,C-H2IIIb:,00 54 13.6098,+24 04 01.515,146.539,-12.25,1.834,-238.82,1.0
True,,HD 5426,,,HD   5426,00 55 41.0497,-33 45 11.452,14.0,14.0,0.0148,0.0141,90.0,A,O,2020yCat.1350....0G,,10.32,9.65,9.43,8.76,8.082,7.626,7.548,HighPM*,G(wp),00 55 41.0497,-33 45 11.452,25.023,-54.803,1.7705,27.665,1.0
True,,HD 6268,,,HD   6268,01 03 18.1716,-27 52 49.953,14.0,14.0,0.0171,0.0148,90.0,A,O,2020yCat.1350....0G,,9.725,9.046,8.601,,6.335,5.843,5.714,ChemPec*,F/Gw,01 03 18.1716,-27 52 49.953,-29.379,-33.642,1.472,39.52,1.0
True,,HD 13979,,,HD  13979,02 15 20.8534,-25 54 54.872,14.0,14.0,0.0105,0.0103,90.0,A,O,2020yCat.1350....0G,,9.81,9.18,,,7.645,7.203,7.093,ChemPec*,F/Gw,02 15 20.8534,-25 54 54.872,29.602,-48.684,1.2814,54.0,1.0
True,,HD 23798,,,HD  23798,03 46 45.7220,-30 51 13.333,14.0,14.0,0.0105,0.0135,90.0,A,O,2020yCat.1350....0G,,9.35,8.32,,,6.276,5.657,5.517,ChemPec*,G8/K1(III)wF0/3,03 46 45.7220,-30 51 13.333,19.295,-2.137,0.9144,89.57,1.0
True,,HD 26169,,,HD  26169,04 00 52.4379,-75 36 11.436,14.0,14.0,0.0342,0.0315,90.0,A,O,2020yCat.1350....0G,9.58,9.53,8.8,8.51,8.73,7.172,6.695,6.63,ChemPec*,G3wpec,04 00 52.4379,-75 36 11.436,137.597,76.305,2.7069,-29.96,1.0
True,,HD 29574,,,V* HP Eri,04 38 55.7330,-13 20 48.133,14.0,14.0,0.0139,0.0121,90.0,A,O,2020yCat.1350....0G,10.91,9.72,8.33,,,5.726,5.208,4.84,LongPeriodV*,G8/K0IIIwF7,04 38 55.7330,-13 20 48.133,-13.814,-54.535,1.0219,19.89,1.0
True,,HD 85773,,,HD  85773,09 53 39.2426,-22 50 08.424,14.0,14.0,0.0131,0.011,90.0,A,O,2020yCat.1350....0G,,10.51,9.43,,,7.23,6.66,6.047,ChemPec*,Gwl:,09 53 39.2426,-22 50 08.424,-16.049,-21.761,0.4665,148.58,1.0
True,,HD 88609,,,HD  88609,10 14 28.9853,+53 33 39.342,14.0,14.0,0.0131,0.0154,90.0,A,O,2020yCat.1350....0G,9.93,9.54,8.62,7.78,7.15,6.665,6.129,6.006,ChemPec*,G5IIIw,10 14 28.9853,+53 33 39.342,3.614,-32.621,0.8567,-37.64,1.0
True,,HD 103036,,,V* TY Vir,11 51 50.1113,-05 45 44.183,14.0,14.0,0.0212,0.0154,90.0,A,O,2020yCat.1350....0G,,9.668,7.97,7.57,,5.86,5.247,5.046,LongPeriodV*_Candidate,G3Ibp,11 51 50.1113,-05 45 44.183,-34.875,-47.375,0.811,230.07,1.0
True,,HD 103545,,,HD 103545,11 55 27.1610,+09 07 45.019,14.0,14.0,0.0151,0.0205,90.0,A,O,2020yCat.1350....0G,,9.91,9.2,9.17,,7.608,7.104,6.988,ChemPec*,KIIvw,11 55 27.1610,+09 07 45.019,-50.717,-38.526,1.1336,180.462006,1.0
True,,HD 107752,,,HD 107752,12 22 52.7183,+11 36 25.486,14.0,14.0,0.0167,0.0159,90.0,A,O,2020yCat.1350....0G,,10.79,10.1,,,8.252,7.754,7.661,ChemPec*,KIIvw,12 22 52.7183,+11 36 25.486,-46.382,-36.463,0.7304,219.89,1.0
True,,HD 108317,,,HD 108317,12 26 36.8319,+05 18 09.023,14.0,14.0,0.0258,0.0185,90.0,A,O,2020yCat.1350....0G,,,,7.7,,6.623,6.233,6.153,ChemPec*,G2IVm-5,12 26 36.8319,+05 18 09.023,-165.961,-22.704,5.15,7.26,1.0
True,,HD 110184,,,HD 110184,12 40 14.0781,+08 31 38.057,14.0,14.0,0.0207,0.0146,90.0,A,O,2020yCat.1350....0G,10.2,9.45,8.27,8.52,,6.125,5.505,5.346,SB*,KIIvw,12 40 14.0781,+08 31 38.057,-15.079,-9.933,0.6232,140.53,1.0
True,,HD 115444,,,HD 115444,13 16 42.4590,+36 22 52.692,14.0,14.0,0.0099,0.0106,90.0,A,O,2020yCat.1350....0G,,9.77,8.97,8.3,7.88,7.16,6.702,6.607,ChemPec*,G9V,13 16 42.4590,+36 22 52.692,4.638,-60.232,1.1786,-27.07,1.0
True,,HD 119516,,,HD 119516,13 43 26.7251,+15 34 31.069,14.0,14.0,0.0115,0.0091,90.0,A,O,2020yCat.1350....0G,,9.59,9.12,,,7.771,7.431,7.366,HorBranch*,G5,13 43 26.7251,+15 34 31.069,-49.997,-14.872,1.8653,-284.74,1.0
True,,HD 122563,,,HD 122563,14 02 31.8455,+09 41 09.944,14.0,14.0,0.0249,0.0229,90.0,A,O,2020yCat.1350....0G,7.47,7.1,6.19,5.37,4.79,4.33,3.76,3.731,ChemPec*,G8:III:Fe-5,14 02 31.8455,+09 41 09.944,-189.539,-70.415,3.0991,-26.13,1.0
True,,HD 126587,,,HD 126587,14 27 00.3636,-22 14 38.992,14.0,14.0,0.0197,0.0155,90.0,A,O,2020yCat.1350....0G,,9.88,9.6,8.75,,7.258,6.777,6.668,ChemPec*,CEMP-no,14 27 00.3636,-22 14 38.992,-14.966,-53.351,1.5676,149.89,1.0
True,,HD 128279,,,HD 128279,14 36 48.5108,-29 06 46.612,14.0,14.0,0.0257,0.0239,90.0,A,O,2020yCat.1350....0G,8.64,8.63,8.0,,,6.568,6.151,6.065,ChemPec*,Gw,14 36 48.5108,-29 06 46.612,64.219,-340.907,7.6334,-75.803,1.0
True,,HD 135148,,,HD 135148,15 13 17.4566,+12 27 25.533,14.0,14.0,0.0179,0.0173,90.0,A,O,2020yCat.1350....0G,,10.87,9.39,8.97,,7.137,6.515,6.368,SB*,CEMP-s,15 13 17.4566,+12 27 25.533,-26.301,2.701,0.2156,-91.04,1.0
True,,HD 140283,,,HD 140283,15 43 03.0971,-10 56 00.595,14.0,14.0,0.0224,0.0186,90.0,A,O,2020yCat.1350....0G,7.508,7.711,7.212,6.63,8.21,6.014,5.696,5.588,ChemPec*,F9VkA5mA1,15 43 03.0971,-10 56 00.595,-1115.141,-303.573,16.2672,-170.101,1.0
True,,HD 165195,,,V* V2564 Oph,18 04 40.0713,+03 46 44.716,14.0,14.0,0.0145,0.0133,90.0,A,O,2020yCat.1350....0G,9.53,8.59,7.3,6.24,5.43,4.881,4.311,4.03,LongPeriodV*_Candidate,F6/7V,18 04 40.0713,+03 46 44.716,-29.212,-83.137,1.4649,0.42,1.0
True,,HD 178443,,,HD 178443,19 10 36.8478,-43 16 36.165,14.0,14.0,0.0137,0.0136,90.0,A,O,2020yCat.1350....0G,10.82,10.73,10.05,,,8.414,8.013,7.911,HorBranch*,F8,19 10 36.8478,-43 16 36.165,-12.976,-50.013,1.0341,342.94,1.0
True,,HD 186478,,,HD 186478,19 45 14.1409,-17 29 27.071,14.0,14.0,0.0154,0.0139,90.0,A,O,2020yCat.1350....0G,,10.116,9.302,8.527,7.961,7.117,6.602,6.443,SB*,K2III,19 45 14.1409,-17 29 27.071,-22.127,-85.068,1.0967,32.4603,1.0
True,,HD 196944,,,HD 196944,20 40 46.0815,-06 47 50.604,14.0,14.0,0.0606,0.0365,90.0,A,O,2020yCat.1350....0G,,9.01,8.4,8.08,,7.017,6.626,6.53,SB*,CEMP-rs,20 40 46.0815,-06 47 50.604,38.602,-30.271,1.9082,-174.0604,1.0
True,,HD 200654,,,HD 200654,21 06 34.7513,-49 57 50.280,14.0,14.0,0.0111,0.009,90.0,A,O,2020yCat.1350....0G,,9.74,9.1,,,7.648,7.252,7.154,ChemPec*,CEMP,21 06 34.7513,-49 57 50.280,193.953,-274.04,3.6212,-44.78,1.0
True,,HD 214925,,,HD 214925,22 41 59.4323,-20 47 03.709,14.0,14.0,0.0153,0.0139,90.0,A,O,2020yCat.1350....0G,,10.77,9.3,,,6.757,6.075,5.908,LongPeriodV*_Candidate,(F),22 41 59.4323,-20 47 03.709,16.69,-41.43,0.4166,-325.8,1.0
True,,HD 215801,,,HD 215801,22 48 29.4254,-46 03 50.538,14.0,14.0,0.0101,0.0122,90.0,A,O,2020yCat.1350....0G,,10.46,10.1,,,9.016,8.695,8.642,ChemPec*,F0w,22 48 29.4254,-46 03 50.538,31.794,-305.753,4.7527,-90.4,1.0
True,,HD 216143,,,HD 216143,22 50 31.0883,-06 54 49.554,14.0,14.0,0.0189,0.0185,90.0,A,O,2020yCat.1350....0G,,8.78,7.81,7.44,,5.871,5.269,5.147,ChemPec*,G2/3(IV)(we),22 50 31.0883,-06 54 49.554,-72.185,-106.305,1.4646,-116.464,1.0
True,,HD 237846,,,HD 237846,09 52 38.6827,+57 54 58.614,14.0,14.0,0.01,0.0088,90.0,A,O,2020yCat.1350....0G,,10.6,9.95,,,8.355,7.931,7.816,ChemPec*,CEMP-no,09 52 38.6827,+57 54 58.614,0.752,-8.098,1.1806,-303.1,1.0
True,,HD 340279,,,HD 340279,20 24 45.4125,+25 03 07.109,14.0,14.0,0.0085,0.0084,90.0,A,O,2020yCat.1350....0G,,11.23,10.8,10.7,,9.872,9.627,9.59,ChemPec*,A5,20 24 45.4125,+25 03 07.109,89.288,-247.838,5.0527,-322.94,1.0
