Cr I  5208.419  0.158 0.941    7.49
Cr II 3118.650 -0.100 2.420   23.35
Cr II 3408.760 -0.040 2.480   14.41
Mn I  4030.763 -0.470 0.000    7.11
Mn I  4033.060 -0.618 0.000    4.30
Mn II 3441.990 -0.273 1.780   11.45
Mn II 3460.320 -0.540 1.810    5.93
Mn II 3488.680 -0.860 1.850    2.25
Fe I  3225.790  0.380 2.400   27.36
Fe I  3286.750 -0.170 2.180   21.74
Fe I  3407.460 -0.020 2.180   26.08
Fe I  3440.610 -0.670 0.000   92.40
Fe I  3440.990 -0.960 0.050   82.79
Fe I  3443.880 -1.370 0.090   69.59
Fe I  3475.450 -1.050 0.090   79.44
Fe I  3476.700 -1.510 0.120   63.99
Fe I  3490.570 -1.110 0.050   78.85
Fe I  3497.840 -1.550 0.110   63.13
Fe I  3521.260 -0.990 0.920   47.91
Fe I  3536.560  0.120 2.880    9.38
Fe I  3554.930  0.540 2.830   20.21
Fe I  3558.510 -0.630 0.990   60.21
Fe I  3565.380 -0.130 0.960   73.34
Fe I  3570.100  0.150 0.920   91.51
Fe I  3581.190  0.410 0.860   96.92
Fe I  3585.320 -0.800 0.960   54.52
Fe I  3585.710 -1.190 0.920   42.65
Fe I  3586.110  0.170 3.240    6.64
Fe I  3586.990 -0.800 0.990   52.90
Fe I  3603.200 -0.260 2.690    7.28
Fe I  3608.860 -0.100 1.010   74.12
Fe I  3618.770  0.000 0.990   76.59
Fe I  3621.460 -0.020 2.730   10.91
Fe I  3622.000 -0.150 2.760    7.53
Fe I  3631.460 -0.040 0.960   80.98
Fe I  3640.390 -0.110 2.730    8.22
Fe I  3647.840 -0.190 0.920   77.55
Fe I  3727.619 -0.620 0.958   65.02
Fe I  3743.362 -0.780 0.990   59.53
Fe I  3745.561 -0.770 0.087   97.81
Fe I  3745.900 -1.340 0.121   78.13
Fe I  3758.233 -0.020 0.958   83.49
Fe I  3763.789 -0.230 0.990   75.98
Fe I  3767.192 -0.389 1.011   69.21
Fe I  3786.680 -2.220 1.010    7.82
Fe I  3787.880 -0.859 1.011   55.84
Fe I  3790.093 -1.740 0.990   20.28
Fe I  3812.964 -1.030 0.958   51.49
Fe I  3815.840  0.240 1.485   74.11
Fe I  3820.425  0.140 0.859   97.49
Fe I  3824.444 -1.362 0.000   85.00
Fe I  3825.881 -0.030 0.915   87.53
Fe I  3827.823  0.080 1.557   64.94
Fe I  3840.440 -0.510 0.990   68.58
Fe I  3841.048 -0.045 1.608   57.20
Fe I  3843.260 -0.240 3.050    5.11
Fe I  3849.967 -0.870 1.011   55.15
Fe I  3850.818 -1.740 0.990   19.68
Fe I  3856.372 -1.280 0.052   83.81
Fe I  3859.911 -0.710 0.000  104.34
Fe I  3865.523 -0.950 1.011   52.93
Fe I  3878.018 -0.896 0.958   58.79
Fe I  3878.573 -1.360 0.087   83.55
Fe I  3895.656 -1.660 0.110   71.42
Fe I  3899.707 -1.520 0.087   76.59
Fe I  3902.946 -0.440 1.558   47.77
Fe I  3906.480 -2.200 0.110   44.76
Fe I  3917.180 -2.150 0.990    8.69
Fe I  3920.258 -1.740 0.121   66.89
Fe I  3922.912 -1.640 0.052   74.87
Fe I  3927.920 -1.522 0.110   77.97
Fe I  3930.297 -1.491 0.087   77.30
Fe I  3956.680 -0.430 2.690    7.27
Fe I  3225.790  0.380 2.400   27.36
Fe I  3286.750 -0.170 2.180   21.74
Fe I  3407.460 -0.020 2.180   26.08
Fe I  3440.610 -0.670 0.000   92.40
Fe I  3440.990 -0.960 0.050   82.79
Fe I  3443.880 -1.370 0.090   69.59
Fe I  3475.450 -1.050 0.090   79.44
Fe I  3476.700 -1.510 0.120   63.99
Fe I  3490.570 -1.110 0.050   78.85
Fe I  3497.840 -1.550 0.110   63.13
Fe I  3521.260 -0.990 0.920   47.91
Fe I  3536.560  0.120 2.880    9.38
Fe I  3554.930  0.540 2.830   20.21
Fe I  3558.510 -0.630 0.990   60.21
Fe I  3565.380 -0.130 0.960   73.34
Fe I  3570.100  0.150 0.920   91.51
Fe I  3581.190  0.410 0.860   96.92
Fe I  3585.320 -0.800 0.960   54.52
Fe I  3585.710 -1.190 0.920   42.65
Fe I  3586.110  0.170 3.240    6.64
Fe I  3586.990 -0.800 0.990   52.90
Fe I  3603.200 -0.260 2.690    7.28
Fe I  3608.860 -0.100 1.010   74.12
Fe I  3618.770  0.000 0.990   76.59
Fe I  3621.460 -0.020 2.730   10.91
Fe I  3622.000 -0.150 2.760    7.53
Fe I  3631.460 -0.040 0.960   80.98
Fe I  3640.390 -0.110 2.730    8.22
Fe I  3647.840 -0.190 0.920   77.55
Fe I  3727.619 -0.620 0.958   65.02
Fe I  3743.362 -0.780 0.990   59.53
Fe I  3745.561 -0.770 0.087   97.81
Fe I  3745.900 -1.340 0.121   78.13
Fe I  3758.233 -0.020 0.958   83.49
Fe I  3763.789 -0.230 0.990   75.98
Fe I  3767.192 -0.389 1.011   69.21
Fe I  3786.680 -2.220 1.010    7.82
Fe I  3787.880 -0.859 1.011   55.84
Fe I  3790.093 -1.740 0.990   20.28
Fe I  3812.964 -1.030 0.958   51.49
Fe I  3815.840  0.240 1.485   74.11
Fe I  3820.425  0.140 0.859   97.49
Fe I  3824.444 -1.362 0.000   85.00
Fe I  3825.881 -0.030 0.915   87.53
Fe I  3827.823  0.080 1.557   64.94
Fe I  3840.440 -0.510 0.990   68.58
Fe I  3841.048 -0.045 1.608   57.20
Fe I  3843.260 -0.240 3.050    5.11
Fe I  3849.967 -0.870 1.011   55.15
Fe I  3850.818 -1.740 0.990   19.68
Fe I  3856.372 -1.280 0.052   83.81
Fe I  3859.911 -0.710 0.000  104.34
Fe I  3865.523 -0.950 1.011   52.93
Fe I  3878.018 -0.896 0.958   58.79
Fe I  3878.573 -1.360 0.087   83.55
Fe I  3895.656 -1.660 0.110   71.42
Fe I  3899.707 -1.520 0.087   76.59
Fe I  3902.946 -0.440 1.558   47.77
Fe I  3906.480 -2.200 0.110   44.76
Fe I  3917.180 -2.150 0.990    8.69
Fe I  3920.258 -1.740 0.121   66.89
Fe I  3922.912 -1.640 0.052   74.87
Fe I  3927.920 -1.522 0.110   77.97
Fe I  3930.297 -1.491 0.087   77.30
Fe I  3956.680 -0.430 2.690    7.27
Fe I  4005.242 -0.600 1.558   42.04
Fe I  4045.812  0.280 1.486   78.17
Fe I  4062.441 -0.862 2.845    1.84
Fe I  4063.594  0.062 1.558   67.63
Fe I  4067.978 -0.472 3.211    2.13
Fe I  4071.738 -0.008 1.608   62.82
Fe I  4107.488 -0.879 2.831    1.62
Fe I  4109.802 -0.895 2.845    1.77
Fe I  4118.545  0.215 3.573    4.34
Fe I  4127.608 -0.990 2.858    1.55
Fe I  4132.058 -0.675 1.608   37.12
Fe I  4132.899 -1.006 2.845    1.99
Fe I  4134.678 -0.649 2.831    3.32
Fe I  4143.415 -0.204 3.047    5.36
Fe I  4143.868 -0.511 1.558   45.70
Fe I  4147.669 -2.090 1.485    3.80
Fe I  4153.900 -0.321 3.396    2.30
Fe I  4154.806 -0.400 3.368    2.02
Fe I  4156.799 -0.809 2.831    2.61
Fe I  4175.636 -0.827 2.845    2.42
Fe I  4181.755 -0.371 2.831    6.91
Fe I  4187.039 -0.541 2.449   10.20
Fe I  4187.795 -0.530 2.425   11.44
Fe I  4191.431 -0.666 2.469    6.81
Fe I  4199.095  0.156 3.047   13.61
Fe I  4202.029 -0.689 1.485   43.19
Fe I  4216.184 -3.356 0.000   10.84
Fe I  4222.213 -0.914 2.449    4.35
Fe I  4227.427  0.266 3.332    7.50
Fe I  4233.603 -0.579 2.482    8.14
Fe I  4235.937 -0.330 2.425   17.42
Fe I  4250.120 -0.380 2.469   12.69
Fe I  4250.787 -0.713 1.558   37.95
Fe I  4260.474  0.077 2.400   29.69
Fe I  4271.154 -0.337 2.449   18.47
Fe I  4271.761 -0.173 1.485   65.76
Fe I  4282.403 -0.779 2.176   10.50
Fe I  4325.762  0.006 1.608   65.23
Fe I  4337.046 -1.695 1.557    7.94
Fe I  4375.930 -3.020 0.000   20.68
Fe I  4383.545  0.208 1.485   80.38
Fe I  4404.750 -0.147 1.557   62.82
Fe I  4415.122 -0.621 1.608   43.25
Fe I  4427.310 -2.924 0.052   19.63
Fe I  4430.614 -1.728 2.223    1.47
Fe I  4447.717 -1.339 2.223    3.55
Fe I  4459.118 -1.310 2.176    4.42
Fe I  4461.653 -3.200 0.087   12.01
Fe I  4466.552 -0.600 2.831    3.95
Fe I  4476.019 -0.819 2.845    3.65
Fe I  4489.739 -3.930 0.121    2.18
Fe I  4494.563 -1.136 2.198    5.41
Fe I  4528.614 -0.850 2.176   10.66
Fe I  4531.148 -2.130 1.485    3.77
Fe I  4602.941 -2.209 1.485    3.35
Fe I  4871.318 -0.363 2.865    6.03
Fe I  4872.138 -0.567 2.882    4.27
Fe I  4891.492 -0.112 2.852    9.57
Fe I  4918.994 -0.342 2.845    5.79
Fe I  4920.503  0.068 2.832   14.19
Fe I  4957.299 -0.408 2.851    4.77
Fe I  4957.597  0.233 2.808   22.83
Fe I  4994.130 -3.080 0.915    2.41
Fe I  5006.119 -0.638 2.832    3.06
Fe I  5012.068 -2.642 0.859    7.31
Fe I  5041.756 -2.203 1.485    3.41
Fe I  5049.820 -1.420 2.279    2.90
Fe I  5051.635 -2.795 0.915    4.39
Fe I  5083.339 -2.958 0.958    2.94
Fe I  5123.720 -3.068 1.011    1.46
Fe I  5171.596 -1.793 1.485    9.71
Fe I  5191.455 -0.551 3.038    2.81
Fe I  5192.344 -0.421 2.998    3.66
Fe I  5216.274 -2.150 1.608    3.00
Fe I  5232.940 -0.058 2.940    9.05
Fe I  5266.555 -0.386 2.998    3.87
Fe I  5269.537 -1.321 0.860   59.09
Fe I  5270.356 -1.510 1.608   16.62
Fe I  5324.179 -0.240 3.211    4.85
Fe I  5328.039 -1.466 0.915   47.30
Fe I  5328.532 -1.850 1.557    6.76
Fe I  5429.697 -1.879 0.958   24.62
Fe I  5434.524 -2.122 1.011   14.20
Fe I  5446.917 -1.930 0.990   20.46
Fe I  5455.610 -2.091 1.011   16.05
Fe I  5497.516 -2.849 1.011    2.90
Fe I  5501.465 -2.950 0.958    2.06
Fe I  5506.779 -2.797 0.990    3.73
Fe I  5572.842 -0.310 3.396    1.80
Fe I  5586.756 -0.144 3.368    3.04
Fe I  5615.644 -0.140 3.332    4.57
Fe I  6136.615 -1.400 2.453    2.02
Fe I  6230.723 -1.281 2.559    2.02
Fe II 3255.900 -2.498 0.990   38.59
Fe II 3277.360 -2.191 0.990   44.91
Fe II 3281.300 -2.678 1.040   26.61
Fe II 3295.820 -2.900 1.080   15.13
Fe II 4233.172 -1.809 2.583    6.20
Fe II 4555.893 -2.250 2.828    1.39
Fe II 4583.837 -1.740 2.807    5.01
Fe II 4923.927 -1.206 2.891   10.61
Fe II 5018.430 -1.230 2.891   14.66
Fe II 5169.033 -1.140 2.891   20.04
Fe II 5316.615 -2.020 3.153    2.05
Co I  3409.170 -0.230 0.510   20.68
Co I  3412.330  0.030 0.510   31.92
Co I  3412.630 -0.780 0.000   31.99
Co I  3443.640 -0.010 0.510   29.51
Co I  3449.440 -0.500 0.430   17.63
Co I  3483.410 -1.000 0.510    4.42
Co I  3502.280  0.070 0.430   50.40
Co I  3502.620 -1.240 0.170   10.61
Co I  3518.350  0.070 1.050    8.81
Co I  3521.570 -0.580 0.430   11.95
Co I  3523.430 -0.440 0.630   16.97
Co I  3526.840 -0.620 0.000   47.06
Co I  3529.020 -0.880 0.170   17.13
Co I  3529.810 -0.070 0.510   31.89
Co I  3842.046 -0.770 0.923    3.79
Co I  3845.461 -0.010 0.923   15.66
Co I  3894.073  0.090 1.049   13.29
Co I  3995.302 -0.140 0.922   12.01
Co I  4118.767 -0.470 1.049    4.71
Co I  4121.311 -0.300 0.922    9.96
Ni I  3232.930 -1.010 0.000   51.74
Ni I  3243.050 -1.300 0.030   40.55
Ni I  3320.250 -1.420 0.170   29.03
Ni I  3369.560 -0.660 0.000   62.52
Ni I  3374.210 -1.760 0.030   23.48
Ni I  3391.040 -1.050 0.000   51.09
Ni I  3392.980 -0.540 0.030   63.76
Ni I  3413.930 -1.720 0.110   20.22
Ni I  3414.760 -0.029 0.025   78.42
Ni I  3423.711 -0.730 0.212   51.30
Ni I  3433.554 -0.683 0.025   61.42
Ni I  3437.270 -1.190 0.000   47.16
Ni I  3452.890 -0.910 0.109   51.28
Ni I  3461.650 -0.350 0.030   76.96
Ni I  3469.480 -1.820 0.280   12.34
Ni I  3472.540 -0.810 0.110   54.17
Ni I  3483.770 -1.110 0.280   37.16
Ni I  3492.950 -0.250 0.110   70.27
Ni I  3500.850 -1.280 0.170   36.24
Ni I  3519.760 -1.410 0.280   24.76
Ni I  3524.530  0.010 0.030   81.65
Ni I  3566.370 -0.240 0.420   56.40
Ni I  3571.860 -1.140 0.170   46.54
Ni I  3597.700 -1.100 0.210   41.83
Ni I  3610.461 -1.164 0.109   45.57
Ni I  3783.524 -1.304 0.423   23.63
Ni I  3807.138 -1.220 0.423   30.00
Ni I  3858.292 -0.951 0.423   42.03
Ni I  4714.408  0.260 3.380    1.11
Ni I  5476.900 -0.890 1.826    3.55
Cu I  3247.530 -0.060 0.000   17.76
Cu I  3273.950 -0.360 0.000    6.48
Sr II 4077.709  0.158 0.000   44.69
Sr II 4215.519 -0.155 0.000   32.39
Y II  3600.740  0.280 0.180    2.45
Zr II 3438.230  0.420 0.090    5.38
Zr II 3551.960 -0.310 0.090    1.38
Ba II 4554.029  0.163 0.000    5.35
Ba II 4934.076 -0.150 0.000 <  3.18 Syn
Be II 3131.065 -0.468 0.000 <  0.71 Syn
O I   6300.304 -9.819 0.000 <  0.40 Syn
O I   7771.950  0.358 9.147 <  2.00 Syn
K I   7698.974 -0.170 0.000 <  2.00 Syn
V I   4379.230  0.550 0.301 <  0.20 Syn
Zn I  3302.580 -0.057 4.030 <  0.40 Syn
Zn I  3345.020  0.246 4.078 <  0.40 Syn
Zn I  4722.153 -0.390 4.030 <  0.20 Syn
Zn I  4810.528 -0.170 4.078 <  0.50 Syn
Eu II 3819.670  0.510 0.000 <  0.30 Syn
Eu II 4129.725  0.220 0.000 <  0.20 Syn
Eu II 4205.040  0.210 0.000 <  0.20 Syn
Pb I  4057.790 -0.200 1.320 <  0.20 Syn
