G058-025        -1.40 29 +3.20 +0.76 -0.03 -0.66  +1.29 29,36    0
G059-001        -0.95 29 +4.04 +1.23 +0.13 -0.29  +1.64 29,36    0
G063-046        -0.90 29 +3.86 +1.26 +0.27 -0.05 <+1.65 29,36    0
G068-003        -0.76 29 +4.12 +1.35 +0.49 +0.16  +1.19 29,36    0
G074-005        -1.05 29 +3.56 +0.92 +0.11 -0.23 <+1.35 29,36    0
G090-025        -1.78 29 +2.83 +0.11 -0.51 -0.97 <+0.90 29,36    0
G095-057A       -1.22 29 +3.70 +1.34 +0.43 -0.23  +1.14 29,36    0
G095-057B       -1.06 29 +3.74 +1.30              +1.39 29,36    0
G102-020        -1.25 29 +3.47 +0.78 -0.02 -0.32  +0.79 29,36    0
G102-027        -0.59 29 +4.36 +1.62 +0.69 +0.40  +1.64 29,36    0
G113-022        -1.18 29 +3.64 +1.38 +0.42 -0.13  +1.19 29,36    0
G122-051        -1.43 29 +3.26 +0.58 -0.10 -0.27  +0.34 29,36    3
G123-009        -1.25 29 +3.45 +1.15 +0.21 -0.21  +1.13 29,36    0
G126-036        -1.06 29 +3.76 +1.59 +0.87 +0.04  +1.67 29,36    0
G126-062        -1.59 29 +2.86 +0.36             <+1.55 29,36    0
G140-046        -1.30 29 +3.65 +1.46 +0.54 -0.41  +1.19 29,36    0
G153-021        -0.70 29 +4.06 +1.46 +0.59 +0.34 <+1.65 29,36    0
G176-053        -1.34 29 +3.18 +0.63 -0.08 -0.32 <+1.05 29,36    0
G179-022        -1.35 29 +3.34 +0.79 +0.02 -0.22  +0.39 29,36    0
G180-024        -1.34 29 +3.23 +0.72 -0.19 -0.58 <+1.65 29,36    0
G188-022        -1.52 29 +3.24 +0.94 -0.12 -0.60 <+1.30 29,36    0
G191-055        -1.63 29 +2.78 +0.23 -0.41 -0.89 <+1.10 29,36    0
G192-043        -1.50 29 +3.12 +0.71 -0.02 -0.25 <+1.60 29,36    0
G221-007        -0.98 29 +3.65 +1.02 +0.28 -0.11  +1.69 29,36    0
HD 2665         -1.99 29 +2.49 -0.42 -0.92 -1.15 <+0.30 29,36    1
HD 2796         -2.47  6 +2.37 -0.51 -1.47 -1.84        6,10     0
HD 8724         -1.91 29 +2.90 +0.25 -0.49 -0.86  +0.00 29,36    3
HD 3008         -2.08 29 +2.52 -0.30 -0.79 -1.09  -0.56 29,36    3
HD 6268         -2.42  9       -0.38 -1.05 -1.37 <+0.08 16,25    1
HD 6755         -1.68 29 +2.87 +0.31 -0.29 -0.50  +0.32 29,36    3
HD 6833         -0.85 29 +3.77 +1.22 +0.34 +0.10  +1.69 29,36    0
HD 13979        -2.92 27 +1.79 -1.30 -2.30 -2.59 <+0.45 27       0
HD 21581        -1.71 29 +2.99 +0.44 -0.42 -0.81 <+0.50 29,36    1
HD 23798        -2.26 29 +2.39 -0.19 -1.01 -1.36  -0.21 29,36    1
HD 25329        -1.67 29 +3.00 +0.67 -0.05              29,36    0
HD 25532        -1.34 29 +3.52 +1.05 -0.13 -0.64 <+1.15 29,36    0
HD 26297        -1.98 29 +3.07 +0.40 -0.85 -1.22  -0.11 29,36    1
HD 29574        -2.00 29 +2.67 +0.19 -0.37 -0.63  -0.06 29,36    3
HD 37828        -1.62 29 +3.18 +0.70 -0.12 -0.53  +0.77 29,36    1
HD 44007        -1.72 29 +2.83 +0.26 -0.51 -0.94  +0.31 29,36    1
HD 63791        -1.90 29 +2.87 +0.23 -0.55 -0.92  +0.22 29,36    1
HD 74462        -1.52 29 +3.12 +0.51 -0.17 -0.39  +0.49 29,36    3
HD 82590        -1.32 29 +3.03 +0.71 -0.11 -0.46 <+1.60 29,36    0
HD 85773        -2.62 29 +2.56 -0.93 -1.56 -1.84 <-0.15 29,36    1
HD 88609        -3.07 18 +1.77 -0.97 -2.75 -2.89        25,36    3
HD 101063       -1.33 29 +3.30 +0.85 +0.21 +0.00 <+1.10 29,36    0
HD 103036       -2.04 29 +2.80 +0.13 -0.62 -1.09 <+0.10 29,36    1
HD 103545       -2.45 29 +2.20 -0.50 -1.18 -1.56 <-0.05 29,36    1
HD 105546       -1.48 29 +3.29 +0.74 -0.13 -0.56 <+0.80 29,36    1
HD 105755       -0.83 29 +3.98 +1.18 +0.33 +0.02  +1.43 29,36    0
HD 106516       -0.81 29 +3.94 +1.28 +0.31 -0.04  +1.56 29,36    0
HD 107752       -2.78 29 +1.93 -0.90 -1.59 -1.99 <+0.30 29,36    0
HD 108317       -2.18 29 +2.40 -0.39 -1.01 -1.32  +0.17 25,36    1
HD 108577       -2.38 20 +2.56 -0.52 -1.24 -1.48        20       0
HD 110184       -2.72 29 +2.14 -0.65 -1.47 -1.71 <-0.20 29,36    1
HD 115444       -2.90 29 +1.90 -0.82 -1.42 -1.64 <-0.45 25,36    1
HD 119516       -2.26 26 +2.32 -0.43 -1.08 -1.43 <+1.52 26       2
HD 121135       -1.54 29 +3.37 +0.69 -0.33 -0.70  +0.38 29,36    1
HD 122563       -2.77 17 +1.97 -0.92 -2.40 -2.75 <-0.42 25,36    3
HD 122956       -1.95 29 +2.87 +0.16 -0.48 -0.79  -0.13 29,36    3
HD 124358       -1.91 29 +2.64 -0.22 -0.68 -0.94 <+0.45 29,36    1
HD 126587       -2.93  9       -0.53 -1.75 -1.97 <-0.38 16,25    1
HD 128279       -2.51 26 +2.15 -1.04 -1.77 -2.27 <+1.05 26       2
HD 132475       -1.86 29 +2.96 +0.56 -0.38 -0.92 <+1.00 29,36    0
HD 135148       -2.17 29 +2.58 -0.25 -0.76 -0.95  -0.17 29,36    3
HD 141531       -1.79 29 +2.79 +0.11 -0.45 -0.72  +0.20 29,36    1
HD 166161       -1.23 29 +3.46 +1.11 +0.23 -0.48  +0.84 29,36    0
HD 171496       -0.67 29 +4.11 +1.40 +0.51 +0.11  +1.41 29,36    0
HD 175305       -1.73 26 +2.96 +0.30 -0.60 -0.89  -0.28 25,26    3
HD 184266       -1.43 29 +3.19 +0.69 -0.11 -0.43 <+1.60 29,36    0
HD 186478       -2.56 29 +2.23 -0.45 -1.32 -1.53 <-0.26 25,36    1
HD 187111       -1.97 29 +2.84 +0.16 -0.57 -0.88  -0.10 29,36    3
HD 188510       -1.32 29 +3.01 +0.44 -0.14 -0.52 <+1.20 29,36    0
HD 193901       -1.08 29 +3.36 +0.83 +0.19 -0.10 <+1.45 29,36    0
HD 194598       -1.08 29 +3.40 +0.90 +0.08 -0.28 <+1.40 29,36    0
HD 201891       -1.09 29 +3.55 +0.88 +0.12 -0.22  +1.25 29,36    0
HD 204543       -1.87 29       +0.12 -0.63 -1.05  +0.05 5,25     1
HD 206739       -1.72 29 +2.98 +0.36 -0.32 -0.62  +0.38 29,36    1
HD 210295       -1.46 29 +3.37 +0.85 -0.10 -0.34  +0.72 29,36    1
HD 214362       -1.87 29 +2.71 +0.32 -0.48 -0.82 <+1.00 29,36    0
HD 214925       -2.08  2             -0.86 -1.09  -0.50 2        3
HD 216143       -2.32  2 +2.57 -0.12 -1.21 -1.24 <-0.10 2,13     1
HD 218857       -1.90 29 +2.64 -0.19 -1.16 -1.42 <+0.55 29,36    0
HD 220838       -1.80  2       +0.47 -0.76 -0.93  +0.05 2,4      1
HD 221170       -2.16 19 +2.51 -0.08 -0.73 -0.86  -0.09 19       3
HD 233666       -1.79 29 +2.88 +0.22 -0.68 -1.03 <+0.40 29,36    1
HD 235766       -1.93  2             -0.60 -0.86  +0.10 2        1
HD 237846       -3.29 26 +1.69 -1.56       -3.10  +0.29 26       2
HE 0430-4901    -2.72  3       -0.45       -1.05        3        0
HE 0432-0923    -3.19  3       -0.44       -1.43        3        0
HE 1127-1143    -2.73  3       -0.27       -1.14        3        0
HE 1219-0312    -2.97 14 +1.78 -0.40 -0.75 -0.98 <+0.53 14,25    1
HE 1523-0901    -2.95 11       -0.27 -0.63 -0.62 <-0.20 11,12    3
HE 2224+0143    -2.58  3 +2.29 -2.22 -0.77 -1.02        3        0
HE 2327-5642    -2.79  3 +1.83 -0.69 -1.10 -1.29        23       0
M5 IV-81        -1.28 34 +3.21 +1.15 +0.11 -0.31  +0.35 34,35    0
M5 IV-82        -1.33 34 +3.21 +1.00 +0.11 -0.23  +0.25 34,35    0
M13 L598        -1.56 33       +0.55 -0.34 -0.58  +0.09 33       3
M13 L629        -1.63 33       +0.63 -0.35 -0.61  +0.12 33       3
M13 L70         -1.59 33       +0.50 -0.23 -0.58  +0.09 33       3
M13 L973        -1.61 33       +0.55 -0.27 -0.51  -0.01 33       3
M15 K341        -2.54 32 +2.04 -0.49 -1.28 -1.52        32       0
M15 K462        -2.55 32 +2.00 -0.41 -1.03 -1.20        32       0
M15 K583        -2.58 32 +1.99 -0.63 -1.52 -1.80        32       0
M92 VII-18      -2.29 20       -0.20 -1.29 -1.45        20       0
NGC 6752 B702   -1.58 33       +0.67 -0.39 -0.78  +0.27 33       1
NGC 6752 B708   -1.63 33       +0.62 -0.50 -0.83  +0.17 33       1
NGC 6752 PD1    -1.62 33       +0.66 -0.45 -0.78  +0.03 33       1
NGC 6752 B1630  -1.60 33       +0.65 -0.45 -0.74  +0.25 33       1
NGC 6752 B3589  -1.59 33       +0.72 -0.41 -0.72  +0.18 33       1
UMi COS82       -1.42  1 +2.82 +1.22 +0.52 +0.34        1,28     0
