Found, Query_ID              , RA_input, DEC_input, MAIN_ID                    , RA           , DEC          , RA_PREC, DEC_PREC, COO_ERR_MAJA, COO_ERR_MINA, COO_ERR_ANGLE, COO_QUAL, COO_WAVELENGTH, COO_BIBCODE        , FLUX_U, FLUX_B, FLUX_V, FLUX_R, FLUX_I , FLUX_J, FLUX_H, FLUX_K, OTYPE                 , SP_TYPE        , RA_2         , DEC_2        , PMRA    , PMDEC    , PLX_VALUE, RV_VALUE   , SCRIPT_NUMBER_ID
True , BD+52 1601            ,         ,          , HD 233891                  , 11 59 59.0578, +51 46 17.597,      14,       14,       0.0075,       0.0097,            90, A       , O             , 2020yCat.1350....0G,       ,  9.63 ,  8.82 ,       ,        ,  7.159,  6.694,  6.607, Star                  , G5III:         , 11 59 59.0578, +51 46 17.597, -22.408 , 7.36     ,    1.5737, -46.64     ,                1
True , BPS BS 16477-003      ,         ,          , BPS BS 16477-0003          , 14 32 56.9231, +06 46 06.974,      14,       14,       0.021 ,       0.0145,            90, A       , O             , 2020yCat.1350....0G,       , 14.94 , 14.22 , 13.727, 13.224 , 12.518, 12.093, 11.941, ChemPec*              ,                , 14 32 56.9231, +06 46 06.974, -1.987  , -7.079   ,    0.0971, -191.0     ,                1
True , BPS BS 17569-049      ,         ,          , BPS BS 17569-0049          , 22 04 58.3605, +04 01 32.135,      14,       14,       0.0134,       0.018 ,            90, A       , O             , 2020yCat.1350....0G, 14.503, 14.263, 13.126, 13.122, 12.259 , 11.503, 10.92 , 10.853, ChemPec*              ,                , 22 04 58.3605, +04 01 32.135, 0.42    , -3.929   ,    0.1057, -212.658005,                1
True , CD-36 1052            ,         ,          , CD-36  1052                , 02 47 37.4429, -36 06 27.032,      14,       14,       0.008 ,       0.0106,            90, A       , O             , 2020yCat.1350....0G,       , 10.426,  9.982,  9.818,  9.37  ,  8.849,  8.586,  8.512, HorBranch*            , Fwl            , 02 47 37.4429, -36 06 27.032, 3.187   , 12.591   ,    1.3637, 305.86     ,                1
True , CD-38 0245            ,         ,          , CD-38   245                , 00 46 36.1954, -37 39 33.555,      14,       14,       0.0114,       0.012 ,            90, A       , O             , 2020yCat.1350....0G,       , 12.733, 11.929, 13.39 , 10.996 , 10.279,  9.762,  9.648, ChemPec*              , KIIvw          , 00 46 36.1954, -37 39 33.555, 15.259  , -7.581   ,    0.2291, 46.77      ,                1
True , BPS CS 22169-035      ,         ,          , HE 0409-1212               , 04 12 13.8814, -12 05 05.075,      14,       14,       0.0099,       0.0094,            90, A       , O             , 2020yCat.1350....0G,       , 13.843, 12.897,       , 11.764 , 11.002, 10.48 , 10.353, ChemPec*              ,                , 04 12 13.8814, -12 05 05.075, 7.986   , -4.925   ,    0.1927, 15.92      ,                1
True , BPS CS 22172-002      ,         ,          , 2MASS J03142084-1035112    , 03 14 20.8495, -10 35 11.277,      14,       14,       0.0143,       0.0153,            90, A       , O             , 2020yCat.1350....0G,       , 13.54 , 12.73 , 12.204, 11.693 , 10.898, 10.431, 10.32 , ChemPec*              , KIIvw          , 03 14 20.8495, -10 35 11.277, 5.163   , -13.185  ,    0.2254, 252.71     ,                1
True , BPS CS 22186-025      ,         ,          , BPS CS 22186-0025          , 04 24 32.7982, -37 09 02.518,      14,       14,       0.0104,       0.0114,            90, A       , O             , 2020yCat.1350....0G,       , 14.99 , 14.24 , 13.74 , 13.269 , 12.568, 12.066, 12.032, ChemPec*              ,                , 04 24 32.7982, -37 09 02.518, 2.687   , -3.498   ,    0.0897, -122.6     ,                1
True , BPS CS 22189-009      ,         ,          , HE 0239-1340               , 02 41 42.3721, -13 28 10.603,      14,       14,       0.011 ,       0.0139,            90, A       , O             , 2020yCat.1350....0G,       , 14.73 , 13.97 , 13.566, 13.08  , 12.391, 11.895, 11.798, ChemPec*              , CEMP-no        , 02 41 42.3721, -13 28 10.603, 3.366   , -4.652   ,    0.1361, -19.600901 ,                1
True , BPS CS 22873-055      ,         ,          , UCAC2   5726991            , 19 53 49.7804, -59 40 00.163,      14,       14,       0.0106,       0.0094,            90, A       , O             , 2020yCat.1350....0G,       , 13.592, 12.62 ,       , 11.48  , 10.654, 10.127, 10.006, ChemPec*              , KIIvw          , 19 53 49.7804, -59 40 00.163, -13.405 , -3.107   ,    0.2432, 216.45     ,                1
True , BPS CS 22873-166      ,         ,          , BPS CS 22873-0166          , 20 19 22.0362, -61 30 15.119,      14,       14,       0.0126,       0.0122,            90, A       , O             , 2020yCat.1350....0G,       , 12.818, 11.802, 11.52 , 10.57  ,  9.832,  9.263,  9.137, ChemPec*              , KIIvw          , 20 19 22.0362, -61 30 15.119, -15.471 , -12.607  ,    0.1763, -16.8      ,                1
True , BPS CS 22878-101      ,         ,          , BPS CS 22878-0101          , 16 45 31.4513, +08 14 45.470,      14,       14,       0.012 ,       0.0089,            90, A       , O             , 2020yCat.1350....0G,       , 14.59 , 13.79 ,       , 12.673 , 11.873, 11.369, 11.242, ChemPec*              , KIIvw          , 16 45 31.4513, +08 14 45.470, -7.009  , 1.275    ,    0.1103, -130.56938 ,                1
True , BPS CS 22891-209      ,         ,          , BPS CS 22891-0209          , 19 42 02.1802, -61 03 44.534,      14,       14,       0.01  ,       0.012 ,            90, A       , O             , 2020yCat.1350....0G,       , 13.03 , 12.18 ,       ,        , 10.235,  9.745,  9.623, ChemPec*              , KIIvw          , 19 42 02.1802, -61 03 44.534, 0.479   , -16.454  ,    0.2282, 80.2       ,                1
True , BPS CS 22892-052      ,         ,          , BPS CS 22892-0052          , 22 17 01.6558, -16 39 27.051,      14,       14,       0.0195,       0.0164,            90, A       , O             , 2020yCat.1350....0G,       , 14.03 , 13.2  , 13.06 , 12.19  , 11.492, 11.022, 10.929, ChemPec*              , KIIvw          , 22 17 01.6558, -16 39 27.051, 12.3    , -6.558   ,    0.1602, 13.74      ,                1
True , BPS CS 22896-154      ,         ,          , UCAC2   7177623            , 19 42 26.8926, -56 58 34.059,      14,       14,       0.0113,       0.0109,            90, A       , O             , 2020yCat.1350....0G,       , 14.27 , 13.63 ,       ,        , 12.072, 11.637, 11.54 , ChemPec*              ,                , 19 42 26.8926, -56 58 34.059, -9.576  , -25.155  ,    0.2997, 144.92     ,                1
True , BPS CS 22897-008      ,         ,          , BPS CS 22897-0008          , 21 03 11.8565, -65 05 08.852,      14,       14,       0.0073,       0.0104,            90, A       , O             , 2020yCat.1350....0G,       , 14.02 , 13.33 ,       ,        , 11.596, 11.089, 11.002, ChemPec*              , CEMP-no        , 21 03 11.8565, -65 05 08.852, -1.759  , -6.333   ,    0.2055, 260.0      ,                1
True , BPS CS 22948-066      ,         ,          , HE 2141-3741               , 21 44 51.1647, -37 27 55.017,      14,       14,       0.0112,       0.0086,            90, A       , O             , 2020yCat.1350....0G,       , 14.1  , 13.47 ,       ,        , 11.966, 11.505, 11.441, RGB*                  , CEMP-no        , 21 44 51.1647, -37 27 55.017, -0.21   , -6.51    ,    0.1872, -166.0     ,                1
True , BPS CS 22952-015      ,         ,          , HE 2334-0604               , 23 37 28.6873, -05 47 56.594,      14,       14,       0.0151,       0.0121,            90, A       , O             , 2020yCat.1350....0G,       , 14.03 , 13.28 , 12.768, 12.249 , 11.52 , 10.999, 10.916, RGB*                  , KIIvw          , 23 37 28.6873, -05 47 56.594, 0.329   , -6.644   ,    0.1158, -18.5      ,                1
True , BPS CS 22953-003      ,         ,          , BPS CS 22953-0003          , 01 02 15.8723, -61 43 45.836,      14,       14,       0.0105,       0.0093,            90, A       , O             , 2020yCat.1350....0G,       , 14.43 , 13.75 , 13.339, 12.886 , 12.173, 11.726, 11.642, ChemPec*              , KIIvw          , 01 02 15.8723, -61 43 45.836, -3.84   , -15.809  ,    0.214 , 207.94133  ,                1
True , BPS CS 22956-050      ,         ,          , BPS CS 22956-0050          , 21 58 05.8340, -65 13 27.160,      14,       14,       0.0098,       0.0121,            90, A       , O             , 2020yCat.1350....0G,       , 14.95 , 14.25 , 13.745, 13.211 , 12.597, 12.06 , 12.018, ChemPec*              , CEMP-no        , 21 58 05.8340, -65 13 27.160, -1.422  , -6.084   ,    0.1105, -36.9      ,                1
True , BPS CS 22966-057      ,         ,          , 2MASS J23485776-2939228    , 23 48 57.7540, -29 39 22.824,      14,       14,       0.0205,       0.0192,            90, A       , O             , 2020yCat.1350....0G, 14.759,       , 14.3  ,       , 13.512 , 12.992, 12.603, 12.532, ChemPec*              ,                , 23 48 57.7540, -29 39 22.824, 3.981   , -36.808  ,    0.556 , 95.77      ,                1
True , BPS CS 22968-014      ,         ,          , HE 0305-5442               , 03 06 29.5014, -54 30 32.498,      14,       14,       0.0092,       0.0104,            90, A       , O             , 2020yCat.1350....0G,       , 14.44 , 13.7  , 13.212, 12.715 , 12.026, 11.533, 11.467, ChemPec*              , KIIvw          , 03 06 29.5014, -54 30 32.498, -0.5    , -5.18    ,    0.1357, 158.3      ,                1
True , BPS CS 29491-053      ,         ,          , BPS CS 29491-0053          , 22 36 56.2965, -28 31 06.577,      14,       14,       0.0104,       0.0105,            90, A       , O             , 2020yCat.1350....0G,       , 13.76 , 12.92 , 12.38 , 11.812 , 11.148, 10.624, 10.532, ChemPec*              ,                , 22 36 56.2965, -28 31 06.577, 1.274   , -8.486   ,    0.1679, -144.92    ,                1
True , BPS CS 29491-069      ,         ,          , BPS CS 29491-0069          , 22 31 02.1859, -32 38 36.526,      14,       14,       0.0129,       0.0135,            90, A       , O             , 2020yCat.1350....0G,       , 13.72 , 13.1  , 12.654, 12.175 , 11.604, 11.165, 11.131, ChemPec*              ,                , 22 31 02.1859, -32 38 36.526, 10.076  , -34.71   ,    0.4107, -374.21    ,                1
True , BPS CS 29495-041      ,         ,          , BPS CS 29495-0041          , 21 36 33.2900, -28 18 48.440,      14,       14,       0.0154,       0.0126,            90, A       , O             , 2020yCat.1350....0G, 14.111, 14.15 , 13.34 ,       , 12.222 , 11.607, 11.116, 11.024, ChemPec*              ,                , 21 36 33.2900, -28 18 48.440, -1.604  , -12.758  ,    0.1759, 77.0       ,                1
True , BPS CS 29497-004      ,         ,          , BPS CS 29497-0004          , 00 28 06.9155, -26 03 04.269,      14,       14,       0.0136,       0.0133,            90, A       , O             , 2020yCat.1350....0G,       , 14.76 , 14.07 , 13.583, 13.116 , 12.491, 12.038, 11.965, ChemPec*              ,                , 00 28 06.9155, -26 03 04.269, 9.452   , 0.411    ,    0.2084, 105.1      ,                1
True , BPS CS 29516-024      ,         ,          , 2MASS J22261535+0251462    , 22 26 15.3575, +02 51 46.326,      14,       14,       0.0128,       0.012 ,            90, A       , O             , 2020yCat.1350....0G,       , 14.43 , 13.57 , 13.011, 12.416 , 11.636, 11.061, 10.973, ChemPec*              , F2             , 22 26 15.3575, +02 51 46.326, 1.013   , -38.778  ,    0.3   , -86.41     ,                1
True , BPS CS 29518-051      ,         ,          , BPS CS 29518-0051          , 01 24 10.0049, -28 15 21.115,      14,       14,       0.0113,       0.0089,            90, A       , O             , 2020yCat.1350....0G, 13.567, 13.62 , 13.02 , 12.594, 12.162 , 11.54 , 11.15 , 11.032, ChemPec*              ,                , 01 24 10.0049, -28 15 21.115, 6.872   , -15.92   ,    0.419 , 96.42      ,                1
True , BPS CS 30306-132      ,         ,          , BPS CS 30306-0132          , 15 14 18.9191, +07 27 02.680,      14,       14,       0.0129,       0.0117,            90, A       , O             , 2020yCat.1350....0G,       , 13.62 , 12.73 , 12.421, 11.948 , 11.302, 10.853, 10.751, ChemPec*              ,                , 15 14 18.9191, +07 27 02.680, -9.114  , 1.266    ,    0.3175, -106.18    ,                1
True , BPS CS 31078-018      ,         ,          , BPS CS 31079-0028          , 03 01 00.6866, +06 16 31.808,      14,       14,       0.0132,       0.0113,            90, A       , O             , 2020yCat.1350....0G,       , 13.9  , 13.211, 12.713, 12.19  , 11.496, 11.071, 10.999, ChemPec*              ,                , 03 01 00.6866, +06 16 31.808, 17.208  , -10.266  ,    0.6778, 81.74      ,                1
True , BPS CS 31082-001      ,         ,          , BD-16   251                , 01 29 31.1311, -16 00 45.495,      14,       14,       0.018 ,       0.0122,            90, A       , O             , 2020yCat.1350....0G, 12.527, 12.427, 11.642, 11.189, 10.713 , 10.053,  9.612,  9.464, RGB*                  , CEMP           , 01 29 31.1311, -16 00 45.495, 11.738  , -42.787  ,    0.4605, 139.47     ,                1
True , G005-001              ,         ,          , BD+22   396                , 02 48 37.4276, +22 35 54.368,      14,       14,       0.0139,       0.0126,            90, A       , O             , 2020yCat.1350....0G,       , 10.68 ,       ,  9.9  ,        ,  8.875,  8.539,  8.501, HighPM*               , G4             , 02 48 37.4276, +22 35 54.368, 54.892  , -359.049 ,   12.1205, -22.38     ,                1
True , G009-036              ,         ,          , G  47-12                   , 08 57 59.2546, +24 28 22.529,      14,       14,       0.0256,       0.011 ,            90, A       , O             , 2020yCat.1350....0G,       , 12.52 ,       , 11.9  ,        , 10.745, 10.426, 10.378, HighPM*               ,                , 08 57 59.2546, +24 28 22.529, 201.87  , -240.44  ,    4.5999, -48.73     ,                1
True , G017-025              ,         ,          , HD 149414                  , 16 34 42.3538, -04 13 44.635,      14,       14,       0.1125,       0.0544,            90, A       , O             , 2020yCat.1350....0G, 10.48 , 10.37 ,  9.63 ,       ,        ,  8.055,  7.637,  7.517, SB*                   , G5Ve           , 16 34 42.3538, -04 13 44.635, -132.263, -702.203 ,   21.6802, -177.49    ,                1
True , G023-014              ,         ,          , BD+05  4314                , 19 51 49.6043, +05 36 45.901,      14,       14,       0.0097,       0.0086,            90, A       , O             , 2020yCat.1350....0G,       , 11.46 ,       , 10.8  ,        ,  9.161,  8.731,  8.657, HighPM*               , G5             , 19 51 49.6043, +05 36 45.901, -146.107, -224.65  ,    3.0918, 18.46      ,                1
True , G028-043              ,         ,          , BD-00  4470                , 23 09 32.9443, +00 42 39.749,      14,       14,       0.0794,       0.0664,            90, A       , O             , 2020yCat.1350....0G,       , 10.66 ,       ,  9.6  ,        ,  8.465,  8.054,  7.977, ChemPec*              , sdG2           , 23 09 32.9443, +00 42 39.749, -221.851, -1295.241,   13.7043, -110.9116  ,                1
True , G029-025              ,         ,          , G  29-25                   , 23 22 18.1564, +12 09 33.607,      14,       14,       0.0139,       0.0103,            90, A       , O             , 2020yCat.1350....0G,       , 11.48 ,       , 10.6  ,        ,  9.474,  9.155,  9.071, HighPM*               , G8:            , 23 22 18.1564, +12 09 33.607, 244.009 , 0.871    ,    9.1337, -87.73     ,                1
True , G040-008              ,         ,          , BD+25  1858                , 08 08 54.4479, +24 37 26.270,      14,       14,       0.5806,       0.4156,            90, A       , O             , 2020yCat.1350....0G,       , 10.33 ,       ,  9.3  ,        ,  8.195,  7.793,  7.72 , SB*                   , G8             , 08 08 54.4479, +24 37 26.270, -3.008  , -386.471 ,   14.4376, -40.513401 ,                1
True , G058-025              ,         ,          , HD  94028                  , 10 51 28.1256, +20 16 38.965,      14,       14,       0.0291,       0.018 ,            90, A       , O             , 2020yCat.1350....0G,  8.51 ,  8.69 ,  8.22 ,  7.82 ,  7.54  ,  7.13 ,  6.854,  6.832, HighPM*               , F8             , 10 51 28.1256, +20 16 38.965, -260.331, -456.387 ,   20.2078, 65.06      ,                1
True , G059-001              ,         ,          , BD+22  2442                , 12 08 54.6643, +21 47 19.441,      14,       14,       0.1178,       0.0908,            90, A       , O             , 2020yCat.1350....0G,       ,       ,       ,  9.0  ,        ,  8.144,  7.788,  7.697, **                    , G2V            , 12 08 54.6643, +21 47 19.441, -393.069, 39.038   ,   12.7785, -7.67      ,                1
True , G063-046              ,         ,          , BD+13  2698                , 13 39 59.5727, +12 35 21.683,       9,        9,      12.21  ,       9.5   ,            90, A       , O             , 2007A&A...474..653V,       ,  9.914,  9.384,  9.355,        ,  8.187,  7.9  ,  7.844, **                    , F9V            , 13 39 59.5727, +12 35 21.683, 111.35  , -286.45  ,    8.62  , -24.88     ,                1
True , G068-003              ,         ,          , BD+20  5292                , 23 13 17.1485, +20 56 33.928,      14,       14,       0.0138,       0.0124,            90, A       , O             , 2020yCat.1350....0G,       ,       ,       ,  9.4  ,        ,  8.199,  7.826,  7.711, HighPM*               , G5             , 23 13 17.1485, +20 56 33.928, 101.66  , -223.659 ,    6.2281, -94.42     ,                1
True , G074-005              ,         ,          , BD+29   366                , 02 10 24.5274, +29 48 23.663,      14,       14,       0.0148,       0.0122,            90, A       , O             , 2020yCat.1350....0G,  9.27 ,  9.35 ,  8.77 ,  8.24 ,  7.85  ,  7.572,  7.28 ,  7.216, HighPM*               , G3             , 02 10 24.5274, +29 48 23.663, 289.0   , -266.608 ,   19.6175, 27.002     ,                1
True , G090-025              ,         ,          , HD  64090                  , 07 53 33.1208, +30 36 18.256,      14,       14,       0.0196,       0.0144,            90, A       , O             , 2020yCat.1350....0G,  8.75 ,  8.86 ,  8.25 ,  7.7  ,  7.3   ,  6.956,  6.611,  6.537, ChemPec*              , K0:V_Fe-3      , 07 53 33.1208, +30 36 18.256, 706.671 , -1835.394,   36.5666, -234.195   ,                1
True , G095-057A             ,         ,          , HD  23439A                 , 03 47 02.1135, +41 25 38.103,      14,       14,       0.0185,       0.0145,            90, A       , O             , 2020yCat.1350....0G,       ,  8.89 ,  8.12 ,  7.7  ,        ,  6.618,  6.192,  6.12 , SB*                   , K2:V_Fe-1.3    , 03 47 02.1135, +41 25 38.103, 597.916 , -1243.838,   41.9035, 53.199402  ,                1
True , G095-057B             ,         ,          , HD  23439B                 , 03 47 02.6340, +41 25 42.236,      14,       14,       0.0334,       0.0264,            90, A       , O             , 2020yCat.1350....0G,       , 11.72 , 10.96 ,  8.2  ,        ,  6.949,  6.481,  6.347, SB*                   , K3Vp_Fe-1.0    , 03 47 02.6340, +41 25 42.236, 588.48  , -1261.576,   41.4988, 51.19      ,                1
True , G102-020              ,         ,          , HD 246132                  , 05 40 09.7460, +12 10 41.058,      14,       14,       0.0191,       0.0149,            90, A       , O             , 2020yCat.1350....0G,       ,       ,       ,  9.8  ,        ,  8.805,  8.407,  8.325, SB*                   , G5             , 05 40 09.7460, +12 10 41.058, 273.884 , -70.468  ,   13.7324, 23.43      ,                1
True , G102-027              ,         ,          , HD 247297                  , 05 45 40.3823, +14 41 20.113,      14,       14,       0.0155,       0.0103,            90, A       , O             , 2020yCat.1350....0G,       ,       ,       ,  8.7  ,        ,  7.708,  7.374,  7.281, HighPM*               , G0             , 05 45 40.3823, +14 41 20.113, 64.739  , -189.534 ,    4.526 , 38.3       ,                1
True , G113-022              ,         ,          , BD+00  2245                , 08 16 57.7754, +00 01 03.593,      14,       14,       0.0132,       0.0107,            90, A       , O             , 2020yCat.1350....0G,       , 10.36 ,  9.76 ,  9.55 ,        ,  8.45 ,  8.104,  8.088, HighPM*               , G0             , 08 16 57.7754, +00 01 03.593, 223.49  , -150.696 ,    6.6805, 53.81      ,                1
True , G122-051              ,         ,          , HD 103095                  , 11 52 58.7673, +37 43 07.254,      14,       14,       0.0139,       0.0145,            90, A       , O             , 2020yCat.1350....0G,  7.38 ,  7.2  ,  6.45 ,  5.8  ,  5.35  ,  4.937,  4.5  ,  4.373, ChemPec*              , K1V_Fe-1.5     , 11 52 58.7673, +37 43 07.254, 4002.655, -5817.8  ,  109.0296, -98.008    ,                1
True , G123-009              ,         ,          , HD 105861                  , 12 10 55.3590, +44 00 11.823,      14,       14,       0.0168,       0.0152,            90, A       , O             , 2020yCat.1350....0G,       ,       ,       ,  9.9  ,        ,  9.193,  8.88 ,  8.759, ChemPec*              , G5             , 12 10 55.3590, +44 00 11.823, -399.216, -175.75  ,   11.6084, -21.166401 ,                1
True , G126-036              ,         ,          , BD+19  4788                , 21 48 19.2876, +19 58 30.634,      14,       14,       0.0169,       0.018 ,            90, A       , O             , 2020yCat.1350....0G,       ,       ,       ,  9.6  ,        ,  8.723,  8.402,  8.352, HighPM*               ,                , 21 48 19.2876, +19 58 30.634, -104.962, -239.166 ,   11.8892, -87.14     ,                1
True , G126-062              ,         ,          , BD+17  4708                , 22 11 31.3756, +18 05 34.177,      14,       14,       0.1483,       0.1377,            90, A       , O             , 2020yCat.1350....0G,  9.73 ,  9.91 ,  9.46 ,  9.03 ,  8.7   ,  8.435,  8.108,  8.075, SB*                   , sdF8           , 22 11 31.3756, +18 05 34.177, 505.945 , 59.27    ,    7.6143, -292.35199 ,                1
True , G140-046              ,         ,          , BD+05  3640                , 18 12 21.8774, +05 24 04.408,      14,       14,       0.0137,       0.0158,            90, A       , O             , 2020yCat.1350....0G,       , 11.16 ,       ,  9.9  ,        ,  8.854,  8.45 ,  8.341, HighPM*               , G8             , 18 12 21.8774, +05 24 04.408, -499.61 , -647.132 ,   15.4727, -1.07      ,                1
True , G153-021              ,         ,          , BD-06  4346                , 16 03 00.1729, -06 27 11.168,      14,       14,       0.0145,       0.0107,            90, A       , O             , 2020yCat.1350....0G,       , 10.93 , 10.18 ,       ,        ,  8.764,  8.444,  8.359, HighPM*               ,                , 16 03 00.1729, -06 27 11.168, -230.833, 41.835   ,    8.7481, -64.26     ,                1
True , G176-053              ,         ,          , BD+51  1696                , 11 46 35.1556, +50 52 54.680,      14,       14,       0.0073,       0.01  ,            90, A       , O             , 2020yCat.1350....0G, 10.32 , 10.47 ,       ,  9.5  ,        ,  8.678,  8.375,  8.306, ChemPec*              , sdG0           , 11 46 35.1556, +50 52 54.680, -868.72 , -544.104 ,   14.1593, 64.447502  ,                1
True , G179-022              ,         ,          , BD+33  2560                , 15 14 26.1845, +33 00 38.275,      14,       14,       0.0084,       0.0102,            90, A       , O             , 2020yCat.1350....0G,       , 11.5  ,       , 10.1  ,        ,  9.179,  8.769,  8.717, HighPM*               , G3             , 15 14 26.1845, +33 00 38.275, 9.909   , -202.928 ,    2.7934, 96.08      ,                1
True , G180-024              ,         ,          , BD+42  2667                , 16 03 13.2988, +42 14 46.651,      14,       14,       0.0097,       0.0106,            90, A       , O             , 2020yCat.1350....0G,       , 10.33 ,       ,  9.6  ,        ,  8.822,  8.517,  8.491, ChemPec*              , F5             , 16 03 13.2988, +42 14 46.651, -195.649, -365.198 ,    8.4881, -151.102005,                1
True , G188-022              ,         ,          , BD+26  4251                , 21 43 57.1238, +27 23 23.989,      14,       14,       0.011 ,       0.01  ,            90, A       , O             , 2020yCat.1350....0G,       ,       ,       ,  9.9  ,        ,  8.984,  8.737,  8.645, HighPM*               , F6             , 21 43 57.1238, +27 23 23.989, -237.73 , -160.295 ,    7.5946, -93.943    ,                1
True , G191-055              ,         ,          , BD+58   876                , 05 57 28.5835, +58 40 48.672,      14,       14,       0.0538,       0.052 ,            90, A       , O             , 2020yCat.1350....0G,       ,       ,       , 10.2  ,        ,  9.35 ,  9.025,  8.916, **                    , F8             , 05 57 28.5835, +58 40 48.672, 192.157 , -108.373 ,    7.6782, -258.23    ,                1
